period,PE
2023-07-05 12:00:00,5051
2023-07-05 13:00:00,5492
2023-07-05 14:00:00,5899
2023-07-05 15:00:00,6286
2023-07-05 16:00:00,6657
2023-07-05 17:00:00,6928
2023-07-05 18:00:00,7128
2023-07-05 19:00:00,7281
2023-07-05 20:00:00,7396
2023-07-05 21:00:00,7430
2023-07-05 22:00:00,7435
2023-07-05 23:00:00,7226
2023-07-06 00:00:00,6964
2023-07-06 01:00:00,6654
2023-07-06 02:00:00,6458
2023-07-06 03:00:00,5998
2023-07-06 04:00:00,5601
2023-07-06 05:00:00,5197
2023-07-06 06:00:00,4911
2023-07-06 07:00:00,4684
2023-07-06 08:00:00,4569
2023-07-06 09:00:00,4535
2023-07-06 10:00:00,4613
2023-07-06 11:00:00,4854
2023-07-06 12:00:00,5277
2023-07-06 13:00:00,5750
2023-07-06 14:00:00,6188
2023-07-06 15:00:00,6622
2023-07-06 16:00:00,6965
2023-07-06 17:00:00,7146
2023-07-06 18:00:00,7326
2023-07-06 19:00:00,7489
2023-07-06 20:00:00,7599
2023-07-06 21:00:00,7727
2023-07-06 22:00:00,7734
2023-07-06 23:00:00,7600
2023-07-07 00:00:00,7218
2023-07-07 01:00:00,6921
2023-07-07 02:00:00,6648
2023-07-07 03:00:00,6168
2023-07-07 04:00:00,5696
2023-07-07 05:00:00,5298
2023-07-07 06:00:00,5014
2023-07-07 07:00:00,4831
2023-07-07 08:00:00,4703
2023-07-07 09:00:00,4700
2023-07-07 10:00:00,4821
2023-07-07 11:00:00,5019
2023-07-07 12:00:00,5290
2023-07-07 13:00:00,5593
2023-07-07 14:00:00,5943
2023-07-07 15:00:00,6284
2023-07-07 16:00:00,6658
2023-07-07 17:00:00,6924
2023-07-07 18:00:00,7118
2023-07-07 19:00:00,7156
2023-07-07 20:00:00,6940
2023-07-07 21:00:00,6579
2023-07-07 22:00:00,6559
2023-07-07 23:00:00,6573
2023-07-08 00:00:00,6377
2023-07-08 01:00:00,6178
2023-07-08 02:00:00,5995
2023-07-08 03:00:00,5677
2023-07-08 04:00:00,5311
2023-07-08 05:00:00,5019
2023-07-08 06:00:00,4761
2023-07-08 07:00:00,4571
2023-07-08 08:00:00,4413
2023-07-08 09:00:00,4374
2023-07-08 10:00:00,4355
2023-07-08 11:00:00,4416
2023-07-08 12:00:00,4697
2023-07-08 13:00:00,5103
2023-07-08 14:00:00,5532
2023-07-08 15:00:00,5909
2023-07-08 16:00:00,6216
2023-07-08 17:00:00,6437
2023-07-08 18:00:00,6561
2023-07-08 19:00:00,6515
2023-07-08 20:00:00,6416
2023-07-08 21:00:00,6316
2023-07-08 22:00:00,6070
2023-07-08 23:00:00,5723
2023-07-09 00:00:00,5485
2023-07-09 01:00:00,5358
2023-07-09 02:00:00,5258
2023-07-09 03:00:00,5049
2023-07-09 04:00:00,4800
2023-07-09 05:00:00,4533
2023-07-09 06:00:00,4337
2023-07-09 07:00:00,4177
2023-07-09 08:00:00,4072
2023-07-09 09:00:00,4025
2023-07-09 10:00:00,4033
2023-07-09 11:00:00,4087
2023-07-09 12:00:00,4273
2023-07-09 13:00:00,4565
2023-07-09 14:00:00,4905
2023-07-09 15:00:00,5202
2023-07-09 16:00:00,5386
2023-07-09 17:00:00,5466
2023-07-09 18:00:00,5531
2023-07-09 19:00:00,5691
2023-07-09 20:00:00,5824
2023-07-09 21:00:00,5776
2023-07-09 22:00:00,5554
2023-07-09 23:00:00,5224
2023-07-10 00:00:00,5011
2023-07-10 01:00:00,4913
2023-07-10 02:00:00,4894
2023-07-10 03:00:00,4683
2023-07-10 04:00:00,4413
2023-07-10 05:00:00,4157
2023-07-10 06:00:00,3995
2023-07-10 07:00:00,3851
2023-07-10 08:00:00,3787
2023-07-10 09:00:00,3799
2023-07-10 10:00:00,3963
2023-07-10 11:00:00,4183
2023-07-10 12:00:00,4545
2023-07-10 13:00:00,4785
2023-07-10 14:00:00,4890
2023-07-10 15:00:00,5065
2023-07-10 16:00:00,5194
2023-07-10 17:00:00,5407
2023-07-10 18:00:00,5672
2023-07-10 19:00:00,5934
2023-07-10 20:00:00,6169
2023-07-10 21:00:00,6381
2023-07-10 22:00:00,6519
2023-07-10 23:00:00,6454
2023-07-11 00:00:00,6203
2023-07-11 01:00:00,5885
2023-07-11 02:00:00,5570
2023-07-11 03:00:00,5195
2023-07-11 04:00:00,4760
2023-07-11 05:00:00,4418
2023-07-11 06:00:00,4126
2023-07-11 07:00:00,3944
2023-07-11 08:00:00,3816
2023-07-11 09:00:00,3798
2023-07-11 10:00:00,3902
2023-07-11 11:00:00,4093
2023-07-11 12:00:00,4499
2023-07-11 13:00:00,4838
2023-07-11 14:00:00,5153
2023-07-11 15:00:00,5433
2023-07-11 16:00:00,5736
2023-07-11 17:00:00,6000
2023-07-11 18:00:00,6234
2023-07-11 19:00:00,6417
2023-07-11 20:00:00,6622
2023-07-11 21:00:00,6793
2023-07-11 22:00:00,6907
2023-07-11 23:00:00,6819
2023-07-12 00:00:00,6496
2023-07-12 01:00:00,6209
2023-07-12 02:00:00,5936
2023-07-12 03:00:00,5509
2023-07-12 04:00:00,5062
2023-07-12 05:00:00,4682
2023-07-12 06:00:00,4392
2023-07-12 07:00:00,4218
2023-07-12 08:00:00,4075
2023-07-12 09:00:00,4037
2023-07-12 10:00:00,4105
2023-07-12 11:00:00,4330
2023-07-12 12:00:00,4749
2023-07-12 13:00:00,5146
2023-07-12 14:00:00,5558
2023-07-12 15:00:00,5984
2023-07-12 16:00:00,6333
2023-07-12 17:00:00,6587
2023-07-12 18:00:00,6841
2023-07-12 19:00:00,7005
2023-07-12 20:00:00,7155
2023-07-12 21:00:00,7270
2023-07-12 22:00:00,7270
2023-07-12 23:00:00,7134
2023-07-13 00:00:00,6814
2023-07-13 01:00:00,6538
2023-07-13 02:00:00,6223
2023-07-13 03:00:00,5763
2023-07-13 04:00:00,5348
2023-07-13 05:00:00,4944
2023-07-13 06:00:00,4685
2023-07-13 07:00:00,4481
2023-07-13 08:00:00,4374
2023-07-13 09:00:00,4350
2023-07-13 10:00:00,4453
2023-07-13 11:00:00,4722
2023-07-13 12:00:00,5148
2023-07-13 13:00:00,5487
2023-07-13 14:00:00,5834
2023-07-13 15:00:00,6265
2023-07-13 16:00:00,6626
2023-07-13 17:00:00,6939
2023-07-13 18:00:00,7192
2023-07-13 19:00:00,7377
2023-07-13 20:00:00,7501
2023-07-13 21:00:00,7570
2023-07-13 22:00:00,7606
2023-07-13 23:00:00,7471
2023-07-14 00:00:00,7204
2023-07-14 01:00:00,6917
2023-07-14 02:00:00,6759
2023-07-14 03:00:00,6379
2023-07-14 04:00:00,5997
2023-07-14 05:00:00,5635
2023-07-14 06:00:00,5340
2023-07-14 07:00:00,5122
2023-07-14 08:00:00,4989
2023-07-14 09:00:00,4946
2023-07-14 10:00:00,5039
2023-07-14 11:00:00,5134
2023-07-14 12:00:00,5540
2023-07-14 13:00:00,5896
2023-07-14 14:00:00,6175
2023-07-14 15:00:00,6452
2023-07-14 16:00:00,6803
2023-07-14 17:00:00,7071
2023-07-14 18:00:00,7268
2023-07-14 19:00:00,7325
2023-07-14 20:00:00,7435
2023-07-14 21:00:00,7377
2023-07-14 22:00:00,7215
2023-07-14 23:00:00,6926
2023-07-15 00:00:00,6676
2023-07-15 01:00:00,6502
2023-07-15 02:00:00,6321
2023-07-15 03:00:00,5947
2023-07-15 04:00:00,5557
2023-07-15 05:00:00,5184
2023-07-15 06:00:00,4901
2023-07-15 07:00:00,4682
2023-07-15 08:00:00,4514
2023-07-15 09:00:00,4414
2023-07-15 10:00:00,4366
2023-07-15 11:00:00,4443
2023-07-15 12:00:00,4789
2023-07-15 13:00:00,5252
2023-07-15 14:00:00,5729
2023-07-15 15:00:00,6173
2023-07-15 16:00:00,6582
2023-07-15 17:00:00,6842
2023-07-15 18:00:00,6967
2023-07-15 19:00:00,6984
2023-07-15 20:00:00,6997
2023-07-15 21:00:00,7034
2023-07-15 22:00:00,6875
2023-07-15 23:00:00,6641
2023-07-16 00:00:00,6380
2023-07-16 01:00:00,6175
2023-07-16 02:00:00,6018
2023-07-16 03:00:00,5776
2023-07-16 04:00:00,5508
2023-07-16 05:00:00,5261
2023-07-16 06:00:00,5079
2023-07-16 07:00:00,4948
2023-07-16 08:00:00,4814
2023-07-16 09:00:00,4630
2023-07-16 10:00:00,4553
2023-07-16 11:00:00,4537
2023-07-16 12:00:00,4649
2023-07-16 13:00:00,4839
2023-07-16 14:00:00,5057
2023-07-16 15:00:00,5215
2023-07-16 16:00:00,5308
2023-07-16 17:00:00,5374
2023-07-16 18:00:00,5435
2023-07-16 19:00:00,5416
2023-07-16 20:00:00,5418
2023-07-16 21:00:00,5481
2023-07-16 22:00:00,5594
2023-07-16 23:00:00,5657
2023-07-17 00:00:00,5650
2023-07-17 01:00:00,5567
2023-07-17 02:00:00,5467
2023-07-17 03:00:00,5227
2023-07-17 04:00:00,4866
2023-07-17 05:00:00,4559
2023-07-17 06:00:00,4366
2023-07-17 07:00:00,4195
2023-07-17 08:00:00,4117
2023-07-17 09:00:00,4124
2023-07-17 10:00:00,4237
2023-07-17 11:00:00,4441
2023-07-17 12:00:00,4787
2023-07-17 13:00:00,5126
2023-07-17 14:00:00,5452
2023-07-17 15:00:00,5790
2023-07-17 16:00:00,6129
2023-07-17 17:00:00,6444
2023-07-17 18:00:00,6720
2023-07-17 19:00:00,6905
2023-07-17 20:00:00,7057
2023-07-17 21:00:00,7125
2023-07-17 22:00:00,7122
2023-07-17 23:00:00,6966
2023-07-18 00:00:00,6667
2023-07-18 01:00:00,6427
2023-07-18 02:00:00,6188
2023-07-18 03:00:00,5756
2023-07-18 04:00:00,5296
2023-07-18 05:00:00,4941
2023-07-18 06:00:00,4669
2023-07-18 07:00:00,4460
2023-07-18 08:00:00,4322
2023-07-18 09:00:00,4300
2023-07-18 10:00:00,4385
2023-07-18 11:00:00,4648
2023-07-18 12:00:00,5035
2023-07-18 13:00:00,5329
2023-07-18 14:00:00,5699
2023-07-18 15:00:00,6032
2023-07-18 16:00:00,6370
2023-07-18 17:00:00,6650
2023-07-18 18:00:00,6886
2023-07-18 19:00:00,7055
2023-07-18 20:00:00,7227
2023-07-18 21:00:00,7294
2023-07-18 22:00:00,7302
2023-07-18 23:00:00,7091
2023-07-19 00:00:00,6744
2023-07-19 01:00:00,6470
2023-07-19 02:00:00,6122
2023-07-19 03:00:00,5664
2023-07-19 04:00:00,5199
2023-07-19 05:00:00,4835
2023-07-19 06:00:00,4573
2023-07-19 07:00:00,4398
2023-07-19 08:00:00,4278
2023-07-19 09:00:00,4285
2023-07-19 10:00:00,4438
2023-07-19 11:00:00,4603
2023-07-19 12:00:00,4878
2023-07-19 13:00:00,5096
2023-07-19 14:00:00,5205
2023-07-19 15:00:00,5260
2023-07-19 16:00:00,5417
2023-07-19 17:00:00,5607
2023-07-19 18:00:00,5728
2023-07-19 19:00:00,5931
2023-07-19 20:00:00,6183
2023-07-19 21:00:00,6346
2023-07-19 22:00:00,6435
2023-07-19 23:00:00,6320
2023-07-20 00:00:00,6107
2023-07-20 01:00:00,5954
2023-07-20 02:00:00,5793
2023-07-20 03:00:00,5449
2023-07-20 04:00:00,5044
2023-07-20 05:00:00,4702
2023-07-20 06:00:00,4468
2023-07-20 07:00:00,4267
2023-07-20 08:00:00,4179
2023-07-20 09:00:00,4171
2023-07-20 10:00:00,4260
2023-07-20 11:00:00,4472
2023-07-20 12:00:00,4874
2023-07-20 13:00:00,5275
2023-07-20 14:00:00,5610
2023-07-20 15:00:00,5952
2023-07-20 16:00:00,6232
2023-07-20 17:00:00,6435
2023-07-20 18:00:00,6587
2023-07-20 19:00:00,6604
2023-07-20 20:00:00,6614
2023-07-20 21:00:00,6758
2023-07-20 22:00:00,6791
2023-07-20 23:00:00,6631
2023-07-21 00:00:00,6325
2023-07-21 01:00:00,6117
2023-07-21 02:00:00,5873
2023-07-21 03:00:00,5529
2023-07-21 04:00:00,5098
2023-07-21 05:00:00,4742
2023-07-21 06:00:00,4466
2023-07-21 07:00:00,4346
2023-07-21 08:00:00,4261
2023-07-21 09:00:00,4101
2023-07-21 10:00:00,4155
2023-07-21 11:00:00,4317
2023-07-21 12:00:00,4581
2023-07-21 13:00:00,4886
2023-07-21 14:00:00,5217
2023-07-21 15:00:00,5550
2023-07-21 16:00:00,5835
2023-07-21 17:00:00,6050
2023-07-21 18:00:00,6228
2023-07-21 19:00:00,6312
2023-07-21 20:00:00,6393
2023-07-21 21:00:00,6492
2023-07-21 22:00:00,6540
2023-07-21 23:00:00,6381
2023-07-22 00:00:00,6052
2023-07-22 01:00:00,5712
2023-07-22 02:00:00,5490
2023-07-22 03:00:00,5143
2023-07-22 04:00:00,4785
2023-07-22 05:00:00,4457
2023-07-22 06:00:00,4192
2023-07-22 07:00:00,3979
2023-07-22 08:00:00,3835
2023-07-22 09:00:00,3744
2023-07-22 10:00:00,3709
2023-07-22 11:00:00,3752
2023-07-22 12:00:00,3968
2023-07-22 13:00:00,4270
2023-07-22 14:00:00,4586
2023-07-22 15:00:00,4836
2023-07-22 16:00:00,5057
2023-07-22 17:00:00,5246
2023-07-22 18:00:00,5401
2023-07-22 19:00:00,5537
2023-07-22 20:00:00,5663
2023-07-22 21:00:00,5662
2023-07-22 22:00:00,5648
2023-07-22 23:00:00,5612
2023-07-23 00:00:00,5419
2023-07-23 01:00:00,5167
2023-07-23 02:00:00,4985
2023-07-23 03:00:00,4708
2023-07-23 04:00:00,4401
2023-07-23 05:00:00,4115
2023-07-23 06:00:00,3883
2023-07-23 07:00:00,3708
2023-07-23 08:00:00,3593
2023-07-23 09:00:00,3529
2023-07-23 10:00:00,3510
2023-07-23 11:00:00,3522
2023-07-23 12:00:00,3745
2023-07-23 13:00:00,4101
2023-07-23 14:00:00,4486
2023-07-23 15:00:00,4875
2023-07-23 16:00:00,5208
2023-07-23 17:00:00,5473
2023-07-23 18:00:00,5688
2023-07-23 19:00:00,5886
2023-07-23 20:00:00,6067
2023-07-23 21:00:00,6240
2023-07-23 22:00:00,6368
2023-07-23 23:00:00,6297
2023-07-24 00:00:00,6070
2023-07-24 01:00:00,5831
2023-07-24 02:00:00,5620
2023-07-24 03:00:00,5263
2023-07-24 04:00:00,4879
2023-07-24 05:00:00,4545
2023-07-24 06:00:00,4328
2023-07-24 07:00:00,4087
2023-07-24 08:00:00,3983
2023-07-24 09:00:00,3960
2023-07-24 10:00:00,4097
2023-07-24 11:00:00,4335
2023-07-24 12:00:00,4616
2023-07-24 13:00:00,4851
2023-07-24 14:00:00,5029
2023-07-24 15:00:00,5251
2023-07-24 16:00:00,5521
2023-07-24 17:00:00,5785
2023-07-24 18:00:00,6111
2023-07-24 19:00:00,6350
2023-07-24 20:00:00,6550
2023-07-24 21:00:00,6634
2023-07-24 22:00:00,6674
2023-07-24 23:00:00,6521
2023-07-25 00:00:00,6236
2023-07-25 01:00:00,6039
2023-07-25 02:00:00,5809
2023-07-25 03:00:00,5400
2023-07-25 04:00:00,4963
2023-07-25 05:00:00,4610
2023-07-25 06:00:00,4360
2023-07-25 07:00:00,4190
2023-07-25 08:00:00,4085
2023-07-25 09:00:00,4076
2023-07-25 10:00:00,4205
2023-07-25 11:00:00,4454
2023-07-25 12:00:00,4891
2023-07-25 13:00:00,5291
2023-07-25 14:00:00,5648
2023-07-25 15:00:00,5973
2023-07-25 16:00:00,6270
2023-07-25 17:00:00,6510
2023-07-25 18:00:00,6416
2023-07-25 19:00:00,6031
2023-07-25 20:00:00,5708
2023-07-25 21:00:00,5467
2023-07-25 22:00:00,5495
2023-07-25 23:00:00,5569
2023-07-26 00:00:00,5429
2023-07-26 01:00:00,5310
2023-07-26 02:00:00,5160
2023-07-26 03:00:00,4833
2023-07-26 04:00:00,4489
2023-07-26 05:00:00,4187
2023-07-26 06:00:00,3975
2023-07-26 07:00:00,3836
2023-07-26 08:00:00,3756
2023-07-26 09:00:00,3761
2023-07-26 10:00:00,3888
2023-07-26 11:00:00,4114
2023-07-26 12:00:00,4482
2023-07-26 13:00:00,4834
2023-07-26 14:00:00,5181
2023-07-26 15:00:00,5517
2023-07-26 16:00:00,5843
2023-07-26 17:00:00,6148
2023-07-26 18:00:00,6440
2023-07-26 19:00:00,6661
2023-07-26 20:00:00,6833
2023-07-26 21:00:00,6970
2023-07-26 22:00:00,7021
2023-07-26 23:00:00,6841
2023-07-27 00:00:00,6500
2023-07-27 01:00:00,6169
2023-07-27 02:00:00,5917
2023-07-27 03:00:00,5508
2023-07-27 04:00:00,5121
2023-07-27 05:00:00,4787
2023-07-27 06:00:00,4575
2023-07-27 07:00:00,4426
2023-07-27 08:00:00,4347
2023-07-27 09:00:00,4403
2023-07-27 10:00:00,4621
2023-07-27 11:00:00,4916
2023-07-27 12:00:00,5332
2023-07-27 13:00:00,5775
2023-07-27 14:00:00,6202
2023-07-27 15:00:00,6611
2023-07-27 16:00:00,6899
2023-07-27 17:00:00,7144
2023-07-27 18:00:00,7416
2023-07-27 19:00:00,7553
2023-07-27 20:00:00,7585
2023-07-27 21:00:00,7674
2023-07-27 22:00:00,7757
2023-07-27 23:00:00,7563
2023-07-28 00:00:00,7197
2023-07-28 01:00:00,6951
2023-07-28 02:00:00,6691
2023-07-28 03:00:00,6275
2023-07-28 04:00:00,5845
2023-07-28 05:00:00,5465
2023-07-28 06:00:00,5153
2023-07-28 07:00:00,4941
2023-07-28 08:00:00,4790
2023-07-28 09:00:00,4739
2023-07-28 10:00:00,4805
2023-07-28 11:00:00,4991
2023-07-28 12:00:00,5413
2023-07-28 13:00:00,5841
2023-07-28 14:00:00,6238
2023-07-28 15:00:00,6613
2023-07-28 16:00:00,6939
2023-07-28 17:00:00,7229
2023-07-28 18:00:00,7488
2023-07-28 19:00:00,7682
2023-07-28 20:00:00,7818
2023-07-28 21:00:00,7896
2023-07-28 22:00:00,7949
2023-07-28 23:00:00,7778
2023-07-29 00:00:00,7452
2023-07-29 01:00:00,7227
2023-07-29 02:00:00,6688
2023-07-29 03:00:00,6037
2023-07-29 04:00:00,5611
2023-07-29 05:00:00,5263
2023-07-29 06:00:00,4976
2023-07-29 07:00:00,4723
2023-07-29 08:00:00,4581
2023-07-29 09:00:00,4507
2023-07-29 10:00:00,4495
2023-07-29 11:00:00,4520
2023-07-29 12:00:00,4683
2023-07-29 13:00:00,4954
2023-07-29 14:00:00,5416
2023-07-29 15:00:00,5863
2023-07-29 16:00:00,6219
2023-07-29 17:00:00,6483
2023-07-29 18:00:00,6737
2023-07-29 19:00:00,6949
2023-07-29 20:00:00,7144
2023-07-29 21:00:00,7214
2023-07-29 22:00:00,7136
2023-07-29 23:00:00,6825
2023-07-30 00:00:00,6356
2023-07-30 01:00:00,6054
2023-07-30 02:00:00,5842
2023-07-30 03:00:00,5482
2023-07-30 04:00:00,5080
2023-07-30 05:00:00,4714
2023-07-30 06:00:00,4384
2023-07-30 07:00:00,4102
2023-07-30 08:00:00,3902
2023-07-30 09:00:00,3784
2023-07-30 10:00:00,3716
2023-07-30 11:00:00,3674
2023-07-30 12:00:00,3833
2023-07-30 13:00:00,4049
2023-07-30 14:00:00,4288
2023-07-30 15:00:00,4510
2023-07-30 16:00:00,4703
2023-07-30 17:00:00,4874
2023-07-30 18:00:00,5022
2023-07-30 19:00:00,5146
2023-07-30 20:00:00,5270
2023-07-30 21:00:00,5413
2023-07-30 22:00:00,5510
2023-07-30 23:00:00,5450
2023-07-31 00:00:00,5221
2023-07-31 01:00:00,5004
2023-07-31 02:00:00,4820
2023-07-31 03:00:00,4522
2023-07-31 04:00:00,4191
2023-07-31 05:00:00,3909
2023-07-31 06:00:00,3710
2023-07-31 07:00:00,3587
2023-07-31 08:00:00,3533
2023-07-31 09:00:00,3546
2023-07-31 10:00:00,3680
2023-07-31 11:00:00,3894
2023-07-31 12:00:00,4241
2023-07-31 13:00:00,4548
2023-07-31 14:00:00,4845
2023-07-31 15:00:00,5119
2023-07-31 16:00:00,5380
2023-07-31 17:00:00,5603
2023-07-31 18:00:00,5775
2023-07-31 19:00:00,5911
2023-07-31 20:00:00,6033
2023-07-31 21:00:00,6170
2023-07-31 22:00:00,6233
2023-07-31 23:00:00,6081
2023-08-01 00:00:00,5751
2023-08-01 01:00:00,5477
2023-08-01 02:00:00,5226
2023-08-01 03:00:00,4845
2023-08-01 04:00:00,4469
2023-08-01 05:00:00,4143
2023-08-01 06:00:00,3904
2023-08-01 07:00:00,3746
2023-08-01 08:00:00,3654
2023-08-01 09:00:00,3642
2023-08-01 10:00:00,3751
2023-08-01 11:00:00,3946
2023-08-01 12:00:00,4278
2023-08-01 13:00:00,4552
2023-08-01 14:00:00,4753
2023-08-01 15:00:00,4946
2023-08-01 16:00:00,5112
2023-08-01 17:00:00,5268
2023-08-01 18:00:00,5422
2023-08-01 19:00:00,5528
2023-08-01 20:00:00,5623
2023-08-01 21:00:00,5706
2023-08-01 22:00:00,5728
2023-08-01 23:00:00,5570
2023-08-02 00:00:00,5290
2023-08-02 01:00:00,5087
2023-08-02 02:00:00,4868
2023-08-02 03:00:00,4518
2023-08-02 04:00:00,4149
2023-08-02 05:00:00,3852
2023-08-02 06:00:00,3625
2023-08-02 07:00:00,3474
2023-08-02 08:00:00,3384
2023-08-02 09:00:00,3374
2023-08-02 10:00:00,3490
2023-08-02 11:00:00,3714
2023-08-02 12:00:00,4036
2023-08-02 13:00:00,4308
2023-08-02 14:00:00,4517
2023-08-02 15:00:00,4703
2023-08-02 16:00:00,4867
2023-08-02 17:00:00,5037
2023-08-02 18:00:00,5216
2023-08-02 19:00:00,5374
2023-08-02 20:00:00,5533
2023-08-02 21:00:00,5670
2023-08-02 22:00:00,5738
2023-08-02 23:00:00,5609
2023-08-03 00:00:00,5331
2023-08-03 01:00:00,5108
2023-08-03 02:00:00,4885
2023-08-03 03:00:00,4547
2023-08-03 04:00:00,4193
2023-08-03 05:00:00,3900
2023-08-03 06:00:00,3689
2023-08-03 07:00:00,3540
2023-08-03 08:00:00,3462
2023-08-03 09:00:00,3488
2023-08-03 10:00:00,3631
2023-08-03 11:00:00,3844
2023-08-03 12:00:00,4142
2023-08-03 13:00:00,4407
2023-08-03 14:00:00,4645
2023-08-03 15:00:00,4882
2023-08-03 16:00:00,5097
2023-08-03 17:00:00,5301
2023-08-03 18:00:00,5494
2023-08-03 19:00:00,5608
2023-08-03 20:00:00,5618
2023-08-03 21:00:00,5620
2023-08-03 22:00:00,5556
2023-08-03 23:00:00,5372
2023-08-04 00:00:00,5153
2023-08-04 01:00:00,5060
2023-08-04 02:00:00,4922
2023-08-04 03:00:00,4654
2023-08-04 04:00:00,4351
2023-08-04 05:00:00,4083
2023-08-04 06:00:00,3904
2023-08-04 07:00:00,3781
2023-08-04 08:00:00,3714
2023-08-04 09:00:00,3729
2023-08-04 10:00:00,3864
2023-08-04 11:00:00,4052
2023-08-04 12:00:00,4329
2023-08-04 13:00:00,4542
2023-08-04 14:00:00,4675
2023-08-04 15:00:00,4773
2023-08-04 16:00:00,4840
2023-08-04 17:00:00,4909
2023-08-04 18:00:00,4998
2023-08-04 19:00:00,5100
2023-08-04 20:00:00,5190
2023-08-04 21:00:00,5222
2023-08-04 22:00:00,5221
2023-08-04 23:00:00,5086
2023-08-05 00:00:00,4947
2023-08-05 01:00:00,4904
2023-08-05 02:00:00,4786
2023-08-05 03:00:00,4575
2023-08-05 04:00:00,4340
2023-08-05 05:00:00,4088
2023-08-05 06:00:00,3893
2023-08-05 07:00:00,3755
2023-08-05 08:00:00,3665
2023-08-05 09:00:00,3630
2023-08-05 10:00:00,3657
2023-08-05 11:00:00,3710
2023-08-05 12:00:00,3929
2023-08-05 13:00:00,4252
2023-08-05 14:00:00,4582
2023-08-05 15:00:00,4904
2023-08-05 16:00:00,5159
2023-08-05 17:00:00,5346
2023-08-05 18:00:00,5516
2023-08-05 19:00:00,5646
2023-08-05 20:00:00,5720
2023-08-05 21:00:00,5762
2023-08-05 22:00:00,5745
2023-08-05 23:00:00,5627
2023-08-06 00:00:00,5390
2023-08-06 01:00:00,5278
2023-08-06 02:00:00,5100
2023-08-06 03:00:00,4836
2023-08-06 04:00:00,4554
2023-08-06 05:00:00,4280
2023-08-06 06:00:00,4049
2023-08-06 07:00:00,3856
2023-08-06 08:00:00,3718
2023-08-06 09:00:00,3642
2023-08-06 10:00:00,3629
2023-08-06 11:00:00,3627
2023-08-06 12:00:00,3820
2023-08-06 13:00:00,4164
2023-08-06 14:00:00,4559
2023-08-06 15:00:00,4915
2023-08-06 16:00:00,5262
2023-08-06 17:00:00,5577
2023-08-06 18:00:00,5834
2023-08-06 19:00:00,6040
2023-08-06 20:00:00,6201
2023-08-06 21:00:00,6336
2023-08-06 22:00:00,6404
2023-08-06 23:00:00,6311
2023-08-07 00:00:00,6076
2023-08-07 01:00:00,5935
2023-08-07 02:00:00,5699
2023-08-07 03:00:00,5353
2023-08-07 04:00:00,4970
2023-08-07 05:00:00,4569
2023-08-07 06:00:00,4287
2023-08-07 07:00:00,4112
2023-08-07 08:00:00,4040
2023-08-07 09:00:00,4075
2023-08-07 10:00:00,4227
2023-08-07 11:00:00,4440
2023-08-07 12:00:00,4694
2023-08-07 13:00:00,4967
2023-08-07 14:00:00,5168
2023-08-07 15:00:00,5322
2023-08-07 16:00:00,5557
2023-08-07 17:00:00,5817
2023-08-07 18:00:00,6063
2023-08-07 19:00:00,6318
2023-08-07 20:00:00,6552
2023-08-07 21:00:00,6774
2023-08-07 22:00:00,6833
2023-08-07 23:00:00,6273
2023-08-08 00:00:00,5487
2023-08-08 01:00:00,5203
2023-08-08 02:00:00,4945
2023-08-08 03:00:00,4669
2023-08-08 04:00:00,4381
2023-08-08 05:00:00,4140
2023-08-08 06:00:00,3989
2023-08-08 07:00:00,3901
2023-08-08 08:00:00,3856
2023-08-08 09:00:00,3893
2023-08-08 10:00:00,4065
2023-08-08 11:00:00,4291
2023-08-08 12:00:00,4579
2023-08-08 13:00:00,4811
2023-08-08 14:00:00,4962
2023-08-08 15:00:00,5103
2023-08-08 16:00:00,5187
2023-08-08 17:00:00,5221
2023-08-08 18:00:00,5266
2023-08-08 19:00:00,5304
2023-08-08 20:00:00,5367
2023-08-08 21:00:00,5522
2023-08-08 22:00:00,5702
2023-08-08 23:00:00,5660
2023-08-09 00:00:00,5454
2023-08-09 01:00:00,5316
2023-08-09 02:00:00,5113
2023-08-09 03:00:00,4777
2023-08-09 04:00:00,4417
2023-08-09 05:00:00,4113
2023-08-09 06:00:00,3880
2023-08-09 07:00:00,3719
2023-08-09 08:00:00,3639
2023-08-09 09:00:00,3644
2023-08-09 10:00:00,3768
2023-08-09 11:00:00,3974
2023-08-09 12:00:00,4304
2023-08-09 13:00:00,4613
2023-08-09 14:00:00,4893
2023-08-09 15:00:00,5167
2023-08-09 16:00:00,5407
2023-08-09 17:00:00,5649
2023-08-09 18:00:00,5886
2023-08-09 19:00:00,6110
2023-08-09 20:00:00,6304
2023-08-09 21:00:00,6454
2023-08-09 22:00:00,6540
2023-08-09 23:00:00,6366
2023-08-10 00:00:00,6053
2023-08-10 01:00:00,5851
2023-08-10 02:00:00,5594
2023-08-10 03:00:00,5185
2023-08-10 04:00:00,4777
2023-08-10 05:00:00,4432
2023-08-10 06:00:00,4200
2023-08-10 07:00:00,4042
2023-08-10 08:00:00,3957
2023-08-10 09:00:00,3968
2023-08-10 10:00:00,4106
2023-08-10 11:00:00,4327
2023-08-10 12:00:00,4625
2023-08-10 13:00:00,4926
2023-08-10 14:00:00,5163
2023-08-10 15:00:00,5358
2023-08-10 16:00:00,5437
2023-08-10 17:00:00,5464
2023-08-10 18:00:00,5397
2023-08-10 19:00:00,5309
2023-08-10 20:00:00,5299
2023-08-10 21:00:00,5365
