period,DPL
2023-05-26 14:00:00,1559
2023-05-26 15:00:00,1553
2023-05-26 16:00:00,1556
2023-05-26 17:00:00,1558
2023-05-26 18:00:00,1572
2023-05-26 19:00:00,1602
2023-05-26 20:00:00,1655
2023-05-26 21:00:00,1741
2023-05-26 22:00:00,1823
2023-05-26 23:00:00,1875
2023-05-27 00:00:00,1888
2023-05-27 01:00:00,1884
2023-05-27 02:00:00,1833
2023-05-27 03:00:00,1709
2023-05-27 04:00:00,1566
2023-05-27 05:00:00,1457
2023-05-27 06:00:00,1393
2023-05-27 07:00:00,1358
2023-05-27 08:00:00,1343
2023-05-27 09:00:00,1349
2023-05-27 10:00:00,1373
2023-05-27 11:00:00,1393
2023-05-27 12:00:00,1391
2023-05-27 13:00:00,1423
2023-05-27 14:00:00,1452
2023-05-27 15:00:00,1459
2023-05-27 16:00:00,1462
2023-05-27 17:00:00,1468
2023-05-27 18:00:00,1488
2023-05-27 19:00:00,1525
2023-05-27 20:00:00,1596
2023-05-27 21:00:00,1692
2023-05-27 22:00:00,1776
2023-05-27 23:00:00,1818
2023-05-28 00:00:00,1818
2023-05-28 01:00:00,1824
2023-05-28 02:00:00,1783
2023-05-28 03:00:00,1674
2023-05-28 04:00:00,1544
2023-05-28 05:00:00,1430
2023-05-28 06:00:00,1362
2023-05-28 07:00:00,1323
2023-05-28 08:00:00,1304
2023-05-28 09:00:00,1305
2023-05-28 10:00:00,1313
2023-05-28 11:00:00,1323
2023-05-28 12:00:00,1347
2023-05-28 13:00:00,1444
2023-05-28 14:00:00,1530
2023-05-28 15:00:00,1593
2023-05-28 16:00:00,1609
2023-05-28 17:00:00,1606
2023-05-28 18:00:00,1611
2023-05-28 19:00:00,1636
2023-05-28 20:00:00,1668
2023-05-28 21:00:00,1735
2023-05-28 22:00:00,1807
2023-05-28 23:00:00,1850
2023-05-29 00:00:00,1860
2023-05-29 01:00:00,1869
2023-05-29 02:00:00,1835
2023-05-29 03:00:00,1727
2023-05-29 04:00:00,1595
2023-05-29 05:00:00,1481
2023-05-29 06:00:00,1408
2023-05-29 07:00:00,1366
2023-05-29 08:00:00,1346
2023-05-29 09:00:00,1348
2023-05-29 10:00:00,1370
2023-05-29 11:00:00,1382
2023-05-29 12:00:00,1432
2023-05-29 13:00:00,1577
2023-05-29 14:00:00,1701
2023-05-29 15:00:00,1802
2023-05-29 16:00:00,1872
2023-05-29 17:00:00,1927
2023-05-29 18:00:00,1942
2023-05-29 19:00:00,1948
2023-05-29 20:00:00,1984
2023-05-29 21:00:00,2006
2023-05-29 22:00:00,2006
2023-05-29 23:00:00,1980
2023-05-30 00:00:00,1947
2023-05-30 01:00:00,1932
2023-05-30 02:00:00,1862
2023-05-30 03:00:00,1703
2023-05-30 04:00:00,1546
2023-05-30 05:00:00,1429
2023-05-30 06:00:00,1366
2023-05-30 07:00:00,1333
2023-05-30 08:00:00,1328
2023-05-30 09:00:00,1349
2023-05-30 10:00:00,1437
2023-05-30 11:00:00,1579
2023-05-30 12:00:00,1655
2023-05-30 13:00:00,1649
2023-05-30 14:00:00,1642
2023-05-30 15:00:00,1676
2023-05-30 16:00:00,1677
2023-05-30 17:00:00,1687
2023-05-30 18:00:00,1677
2023-05-30 19:00:00,1704
2023-05-30 20:00:00,1763
2023-05-30 21:00:00,1846
2023-05-30 22:00:00,1938
2023-05-30 23:00:00,1993
2023-05-31 00:00:00,2005
2023-05-31 01:00:00,1981
2023-05-31 02:00:00,1906
2023-05-31 03:00:00,1736
2023-05-31 04:00:00,1573
2023-05-31 05:00:00,1456
2023-05-31 06:00:00,1394
2023-05-31 07:00:00,1360
2023-05-31 08:00:00,1351
2023-05-31 09:00:00,1375
2023-05-31 10:00:00,1462
2023-05-31 11:00:00,1591
2023-05-31 12:00:00,1634
2023-05-31 13:00:00,1631
2023-05-31 14:00:00,1629
2023-05-31 15:00:00,1628
2023-05-31 16:00:00,1638
2023-05-31 17:00:00,1655
2023-05-31 18:00:00,1675
2023-05-31 19:00:00,1707
2023-05-31 20:00:00,1775
2023-05-31 21:00:00,1877
2023-05-31 22:00:00,1988
2023-05-31 23:00:00,2064
2023-06-01 00:00:00,2090
2023-06-01 01:00:00,2070
2023-06-01 02:00:00,1998
2023-06-01 03:00:00,1829
2023-06-01 04:00:00,1651
2023-06-01 05:00:00,1526
2023-06-01 06:00:00,1451
2023-06-01 07:00:00,1409
2023-06-01 08:00:00,1394
2023-06-01 09:00:00,1415
2023-06-01 10:00:00,1503
2023-06-01 11:00:00,1644
2023-06-01 12:00:00,1731
2023-06-01 13:00:00,1760
2023-06-01 14:00:00,1787
2023-06-01 15:00:00,1796
2023-06-01 16:00:00,1837
2023-06-01 17:00:00,1892
2023-06-01 18:00:00,1962
2023-06-01 19:00:00,2037
2023-06-01 20:00:00,2143
2023-06-01 21:00:00,2253
2023-06-01 22:00:00,2353
2023-06-01 23:00:00,2397
2023-06-02 00:00:00,2371
2023-06-02 01:00:00,2306
2023-06-02 02:00:00,2200
2023-06-02 03:00:00,1986
2023-06-02 04:00:00,1777
2023-06-02 05:00:00,1629
2023-06-02 06:00:00,1531
2023-06-02 07:00:00,1477
2023-06-02 08:00:00,1450
2023-06-02 09:00:00,1461
2023-06-02 10:00:00,1534
2023-06-02 11:00:00,1649
2023-06-02 12:00:00,1713
2023-06-02 13:00:00,1756
2023-06-02 14:00:00,1818
2023-06-02 15:00:00,1907
2023-06-02 16:00:00,2019
2023-06-02 17:00:00,2138
2023-06-02 18:00:00,2272
2023-06-02 19:00:00,2412
2023-06-02 20:00:00,2545
2023-06-02 21:00:00,2666
2023-06-02 22:00:00,2739
2023-06-02 23:00:00,2754
2023-06-03 00:00:00,2624
2023-06-03 01:00:00,2500
2023-06-03 02:00:00,2371
2023-06-03 03:00:00,2169
2023-06-03 04:00:00,1959
2023-06-03 05:00:00,1772
2023-06-03 06:00:00,1643
2023-06-03 07:00:00,1562
2023-06-03 08:00:00,1515
2023-06-03 09:00:00,1495
2023-06-03 10:00:00,1501
2023-06-03 11:00:00,1511
2023-06-03 12:00:00,1589
2023-06-03 13:00:00,1683
2023-06-03 14:00:00,1788
2023-06-03 15:00:00,1898
2023-06-03 16:00:00,1997
2023-06-03 17:00:00,2037
2023-06-03 18:00:00,2021
2023-06-03 19:00:00,2034
2023-06-03 20:00:00,2027
2023-06-03 21:00:00,2029
2023-06-03 22:00:00,2023
2023-06-03 23:00:00,1988
2023-06-04 00:00:00,1935
2023-06-04 01:00:00,1899
2023-06-04 02:00:00,1826
2023-06-04 03:00:00,1710
2023-06-04 04:00:00,1585
2023-06-04 05:00:00,1479
2023-06-04 06:00:00,1407
2023-06-04 07:00:00,1362
2023-06-04 08:00:00,1335
2023-06-04 09:00:00,1327
2023-06-04 10:00:00,1332
2023-06-04 11:00:00,1328
2023-06-04 12:00:00,1350
2023-06-04 13:00:00,1401
2023-06-04 14:00:00,1497
2023-06-04 15:00:00,1489
2023-06-04 16:00:00,1476
2023-06-04 17:00:00,1509
2023-06-04 18:00:00,1521
2023-06-04 19:00:00,1580
2023-06-04 20:00:00,1663
2023-06-04 21:00:00,1783
2023-06-04 22:00:00,1910
2023-06-04 23:00:00,1954
2023-06-05 00:00:00,1957
2023-06-05 01:00:00,1928
2023-06-05 02:00:00,1868
2023-06-05 03:00:00,1709
2023-06-05 04:00:00,1550
2023-06-05 05:00:00,1433
2023-06-05 06:00:00,1372
2023-06-05 07:00:00,1340
2023-06-05 08:00:00,1331
2023-06-05 09:00:00,1360
2023-06-05 10:00:00,1449
2023-06-05 11:00:00,1574
2023-06-05 12:00:00,1612
2023-06-05 13:00:00,1602
2023-06-05 14:00:00,1613
2023-06-05 15:00:00,1648
2023-06-05 16:00:00,1689
2023-06-05 17:00:00,1729
2023-06-05 18:00:00,1760
2023-06-05 19:00:00,1838
2023-06-05 20:00:00,1920
2023-06-05 21:00:00,2028
2023-06-05 22:00:00,2135
2023-06-05 23:00:00,2173
2023-06-06 00:00:00,2144
2023-06-06 01:00:00,2107
2023-06-06 02:00:00,2013
2023-06-06 03:00:00,1823
2023-06-06 04:00:00,1647
2023-06-06 05:00:00,1522
2023-06-06 06:00:00,1446
2023-06-06 07:00:00,1402
2023-06-06 08:00:00,1383
2023-06-06 09:00:00,1401
2023-06-06 10:00:00,1486
2023-06-06 11:00:00,1608
2023-06-06 12:00:00,1675
2023-06-06 13:00:00,1691
2023-06-06 14:00:00,1685
2023-06-06 15:00:00,1689
2023-06-06 16:00:00,1723
2023-06-06 17:00:00,1773
2023-06-06 18:00:00,1850
2023-06-06 19:00:00,1918
2023-06-06 20:00:00,2060
2023-06-06 21:00:00,2135
2023-06-06 22:00:00,2132
2023-06-06 23:00:00,2186
2023-06-07 00:00:00,2176
2023-06-07 01:00:00,2139
2023-06-07 02:00:00,2056
2023-06-07 03:00:00,1868
2023-06-07 04:00:00,1686
2023-06-07 05:00:00,1562
2023-06-07 06:00:00,1476
2023-06-07 07:00:00,1425
2023-06-07 08:00:00,1395
2023-06-07 09:00:00,1404
2023-06-07 10:00:00,1479
2023-06-07 11:00:00,1600
2023-06-07 12:00:00,1662
2023-06-07 13:00:00,1671
2023-06-07 14:00:00,1664
2023-06-07 15:00:00,1682
2023-06-07 16:00:00,1718
2023-06-07 17:00:00,1784
2023-06-07 18:00:00,1827
2023-06-07 19:00:00,1892
2023-06-07 20:00:00,1979
2023-06-07 21:00:00,2049
2023-06-07 22:00:00,2129
2023-06-07 23:00:00,2149
2023-06-08 00:00:00,2117
2023-06-08 01:00:00,2073
2023-06-08 02:00:00,1978
2023-06-08 03:00:00,1806
2023-06-08 04:00:00,1633
2023-06-08 05:00:00,1500
2023-06-08 06:00:00,1423
2023-06-08 07:00:00,1381
2023-06-08 08:00:00,1365
2023-06-08 09:00:00,1384
2023-06-08 10:00:00,1461
2023-06-08 11:00:00,1581
2023-06-08 12:00:00,1650
2023-06-08 13:00:00,1682
2023-06-08 14:00:00,1692
2023-06-08 15:00:00,1709
2023-06-08 16:00:00,1724
2023-06-08 17:00:00,1798
2023-06-08 18:00:00,1830
2023-06-08 19:00:00,1847
2023-06-08 20:00:00,1843
2023-06-08 21:00:00,1859
2023-06-08 22:00:00,1945
2023-06-08 23:00:00,1989
2023-06-09 00:00:00,1982
2023-06-09 01:00:00,1974
2023-06-09 02:00:00,1914
2023-06-09 03:00:00,1762
2023-06-09 04:00:00,1610
2023-06-09 05:00:00,1494
2023-06-09 06:00:00,1425
2023-06-09 07:00:00,1386
2023-06-09 08:00:00,1364
2023-06-09 09:00:00,1384
2023-06-09 10:00:00,1459
2023-06-09 11:00:00,1568
2023-06-09 12:00:00,1615
2023-06-09 13:00:00,1620
2023-06-09 14:00:00,1640
2023-06-09 15:00:00,1642
2023-06-09 16:00:00,1673
2023-06-09 17:00:00,1725
2023-06-09 18:00:00,1794
2023-06-09 19:00:00,1847
2023-06-09 20:00:00,1911
2023-06-09 21:00:00,1963
2023-06-09 22:00:00,2024
2023-06-09 23:00:00,2034
2023-06-10 00:00:00,2012
2023-06-10 01:00:00,1982
2023-06-10 02:00:00,1912
2023-06-10 03:00:00,1780
2023-06-10 04:00:00,1634
2023-06-10 05:00:00,1507
2023-06-10 06:00:00,1424
2023-06-10 07:00:00,1373
2023-06-10 08:00:00,1348
2023-06-10 09:00:00,1348
2023-06-10 10:00:00,1366
2023-06-10 11:00:00,1390
2023-06-10 12:00:00,1427
2023-06-10 13:00:00,1472
2023-06-10 14:00:00,1526
2023-06-10 15:00:00,1572
2023-06-10 16:00:00,1621
2023-06-10 17:00:00,1679
2023-06-10 18:00:00,1754
2023-06-10 19:00:00,1859
2023-06-10 20:00:00,1985
2023-06-10 21:00:00,2129
2023-06-10 22:00:00,2237
2023-06-10 23:00:00,2289
2023-06-11 00:00:00,2255
2023-06-11 01:00:00,2167
2023-06-11 02:00:00,2075
2023-06-11 03:00:00,1919
2023-06-11 04:00:00,1756
2023-06-11 05:00:00,1611
2023-06-11 06:00:00,1515
2023-06-11 07:00:00,1453
2023-06-11 08:00:00,1419
2023-06-11 09:00:00,1406
2023-06-11 10:00:00,1403
2023-06-11 11:00:00,1409
2023-06-11 12:00:00,1481
2023-06-11 13:00:00,1616
2023-06-11 14:00:00,1738
2023-06-11 15:00:00,1887
2023-06-11 16:00:00,2007
2023-06-11 17:00:00,2124
2023-06-11 18:00:00,2235
2023-06-11 19:00:00,2354
2023-06-11 20:00:00,2466
2023-06-11 21:00:00,2559
2023-06-11 22:00:00,2631
2023-06-11 23:00:00,2644
2023-06-12 00:00:00,2549
2023-06-12 01:00:00,2467
2023-06-12 02:00:00,2365
2023-06-12 03:00:00,2165
2023-06-12 04:00:00,1960
2023-06-12 05:00:00,1807
2023-06-12 06:00:00,1705
2023-06-12 07:00:00,1643
2023-06-12 08:00:00,1612
2023-06-12 09:00:00,1626
2023-06-12 10:00:00,1703
2023-06-12 11:00:00,1841
2023-06-12 12:00:00,1961
2023-06-12 13:00:00,1994
2023-06-12 14:00:00,2103
2023-06-12 15:00:00,2239
2023-06-12 16:00:00,2378
2023-06-12 17:00:00,2432
2023-06-12 18:00:00,2527
2023-06-12 19:00:00,2468
2023-06-12 20:00:00,2407
2023-06-12 21:00:00,2382
2023-06-12 22:00:00,2396
2023-06-12 23:00:00,2411
2023-06-13 00:00:00,2402
2023-06-13 01:00:00,2345
2023-06-13 02:00:00,2210
2023-06-13 03:00:00,2003
2023-06-13 04:00:00,1797
2023-06-13 05:00:00,1644
2023-06-13 06:00:00,1546
2023-06-13 07:00:00,1487
2023-06-13 08:00:00,1456
2023-06-13 09:00:00,1462
2023-06-13 10:00:00,1516
2023-06-13 11:00:00,1611
2023-06-13 12:00:00,1674
2023-06-13 13:00:00,1717
2023-06-13 14:00:00,1753
2023-06-13 15:00:00,1804
2023-06-13 16:00:00,1876
2023-06-13 17:00:00,1931
2023-06-13 18:00:00,2003
2023-06-13 19:00:00,2078
2023-06-13 20:00:00,2182
2023-06-13 21:00:00,2268
2023-06-13 22:00:00,2339
2023-06-13 23:00:00,2359
2023-06-14 00:00:00,2313
2023-06-14 01:00:00,2239
2023-06-14 02:00:00,2147
2023-06-14 03:00:00,1955
2023-06-14 04:00:00,1763
2023-06-14 05:00:00,1620
2023-06-14 06:00:00,1532
2023-06-14 07:00:00,1481
2023-06-14 08:00:00,1457
2023-06-14 09:00:00,1472
2023-06-14 10:00:00,1537
2023-06-14 11:00:00,1646
2023-06-14 12:00:00,1763
2023-06-14 13:00:00,1858
2023-06-14 14:00:00,1920
2023-06-14 15:00:00,2021
2023-06-14 16:00:00,2070
2023-06-14 17:00:00,2113
2023-06-14 18:00:00,2061
2023-06-14 19:00:00,2044
2023-06-14 20:00:00,2140
2023-06-14 21:00:00,2201
2023-06-14 22:00:00,2247
2023-06-14 23:00:00,2279
2023-06-15 00:00:00,2261
2023-06-15 01:00:00,2184
2023-06-15 02:00:00,2101
2023-06-15 03:00:00,1918
2023-06-15 04:00:00,1727
2023-06-15 05:00:00,1582
2023-06-15 06:00:00,1490
2023-06-15 07:00:00,1438
2023-06-15 08:00:00,1412
2023-06-15 09:00:00,1421
2023-06-15 10:00:00,1479
2023-06-15 11:00:00,1576
2023-06-15 12:00:00,1656
2023-06-15 13:00:00,1704
2023-06-15 14:00:00,1744
2023-06-15 15:00:00,1795
2023-06-15 16:00:00,1854
2023-06-15 17:00:00,1930
2023-06-15 18:00:00,2019
2023-06-15 19:00:00,2143
2023-06-15 20:00:00,2260
2023-06-15 21:00:00,2362
2023-06-15 22:00:00,2436
2023-06-15 23:00:00,2450
2023-06-16 00:00:00,2378
2023-06-16 01:00:00,2279
2023-06-16 02:00:00,2171
2023-06-16 03:00:00,1977
2023-06-16 04:00:00,1779
2023-06-16 05:00:00,1625
2023-06-16 06:00:00,1531
2023-06-16 07:00:00,1480
2023-06-16 08:00:00,1461
2023-06-16 09:00:00,1476
2023-06-16 10:00:00,1546
2023-06-16 11:00:00,1642
2023-06-16 12:00:00,1740
2023-06-16 13:00:00,1856
2023-06-16 14:00:00,1947
2023-06-16 15:00:00,2040
2023-06-16 16:00:00,2184
2023-06-16 17:00:00,2082
2023-06-16 18:00:00,2091
2023-06-16 19:00:00,2145
2023-06-16 20:00:00,2231
2023-06-16 21:00:00,2317
2023-06-16 22:00:00,2353
2023-06-16 23:00:00,2306
2023-06-17 00:00:00,2239
2023-06-17 01:00:00,2195
2023-06-17 02:00:00,2142
2023-06-17 03:00:00,1990
2023-06-17 04:00:00,1814
2023-06-17 05:00:00,1672
2023-06-17 06:00:00,1569
2023-06-17 07:00:00,1499
2023-06-17 08:00:00,1460
2023-06-17 09:00:00,1442
2023-06-17 10:00:00,1445
2023-06-17 11:00:00,1459
2023-06-17 12:00:00,1521
2023-06-17 13:00:00,1612
2023-06-17 14:00:00,1681
2023-06-17 15:00:00,1738
2023-06-17 16:00:00,1791
2023-06-17 17:00:00,1876
2023-06-17 18:00:00,1966
2023-06-17 19:00:00,2025
2023-06-17 20:00:00,2092
2023-06-17 21:00:00,2183
2023-06-17 22:00:00,2256
2023-06-17 23:00:00,2279
2023-06-18 00:00:00,2235
2023-06-18 01:00:00,2136
2023-06-18 02:00:00,2053
2023-06-18 03:00:00,1903
2023-06-18 04:00:00,1739
2023-06-18 05:00:00,1592
2023-06-18 06:00:00,1491
2023-06-18 07:00:00,1424
2023-06-18 08:00:00,1384
2023-06-18 09:00:00,1367
2023-06-18 10:00:00,1362
2023-06-18 11:00:00,1365
2023-06-18 12:00:00,1424
2023-06-18 13:00:00,1526
2023-06-18 14:00:00,1624
2023-06-18 15:00:00,1721
2023-06-18 16:00:00,1816
2023-06-18 17:00:00,1907
2023-06-18 18:00:00,1993
2023-06-18 19:00:00,2103
2023-06-18 20:00:00,2234
2023-06-18 21:00:00,2377
2023-06-18 22:00:00,2489
2023-06-18 23:00:00,2501
2023-06-19 00:00:00,2431
2023-06-19 01:00:00,2316
2023-06-19 02:00:00,2203
2023-06-19 03:00:00,2019
2023-06-19 04:00:00,1809
2023-06-19 05:00:00,1649
2023-06-19 06:00:00,1545
2023-06-19 07:00:00,1482
2023-06-19 08:00:00,1456
2023-06-19 09:00:00,1462
2023-06-19 10:00:00,1514
2023-06-19 11:00:00,1594
2023-06-19 12:00:00,1696
2023-06-19 13:00:00,1820
2023-06-19 14:00:00,1968
2023-06-19 15:00:00,2115
2023-06-19 16:00:00,2264
2023-06-19 17:00:00,2401
2023-06-19 18:00:00,2526
2023-06-19 19:00:00,2631
2023-06-19 20:00:00,2693
2023-06-19 21:00:00,2748
2023-06-19 22:00:00,2834
2023-06-19 23:00:00,2771
2023-06-20 00:00:00,2679
2023-06-20 01:00:00,2573
2023-06-20 02:00:00,2461
2023-06-20 03:00:00,2254
2023-06-20 04:00:00,2030
2023-06-20 05:00:00,1852
2023-06-20 06:00:00,1747
2023-06-20 07:00:00,1675
2023-06-20 08:00:00,1640
2023-06-20 09:00:00,1648
2023-06-20 10:00:00,1717
2023-06-20 11:00:00,1835
2023-06-20 12:00:00,1943
2023-06-20 13:00:00,2016
2023-06-20 14:00:00,2075
2023-06-20 15:00:00,2124
2023-06-20 16:00:00,2157
2023-06-20 17:00:00,2195
2023-06-20 18:00:00,2228
2023-06-20 19:00:00,2276
2023-06-20 20:00:00,2327
2023-06-20 21:00:00,2373
2023-06-20 22:00:00,2396
2023-06-20 23:00:00,2370
2023-06-21 00:00:00,2335
2023-06-21 01:00:00,2302
2023-06-21 02:00:00,2228
2023-06-21 03:00:00,2061
2023-06-21 04:00:00,1877
2023-06-21 05:00:00,1732
2023-06-21 06:00:00,1638
2023-06-21 07:00:00,1581
2023-06-21 08:00:00,1548
2023-06-21 09:00:00,1553
2023-06-21 10:00:00,1620
2023-06-21 11:00:00,1728
2023-06-21 12:00:00,1823
2023-06-21 13:00:00,1903
2023-06-21 14:00:00,1946
2023-06-21 15:00:00,1967
2023-06-21 16:00:00,1970
2023-06-21 17:00:00,1975
2023-06-21 18:00:00,1980
2023-06-21 19:00:00,1956
2023-06-21 20:00:00,1945
2023-06-21 21:00:00,1961
2023-06-21 22:00:00,1977
2023-06-21 23:00:00,1978
2023-06-22 00:00:00,1951
2023-06-22 01:00:00,1939
2023-06-22 02:00:00,1872
2023-06-22 03:00:00,1752
2023-06-22 04:00:00,1617
2023-06-22 05:00:00,1516
2023-06-22 06:00:00,1458
2023-06-22 07:00:00,1426
2023-06-22 08:00:00,1412
2023-06-22 09:00:00,1431
2023-06-22 10:00:00,1509
2023-06-22 11:00:00,1617
2023-06-22 12:00:00,1721
2023-06-22 13:00:00,1798
2023-06-22 14:00:00,1845
2023-06-22 15:00:00,1881
2023-06-22 16:00:00,1886
2023-06-22 17:00:00,1883
2023-06-22 18:00:00,1896
2023-06-22 19:00:00,1904
2023-06-22 20:00:00,1916
2023-06-22 21:00:00,1942
2023-06-22 22:00:00,1975
2023-06-22 23:00:00,1981
2023-06-23 00:00:00,1969
2023-06-23 01:00:00,1968
2023-06-23 02:00:00,1929
2023-06-23 03:00:00,1803
2023-06-23 04:00:00,1667
2023-06-23 05:00:00,1559
2023-06-23 06:00:00,1496
2023-06-23 07:00:00,1458
2023-06-23 08:00:00,1446
2023-06-23 09:00:00,1465
2023-06-23 10:00:00,1537
2023-06-23 11:00:00,1656
2023-06-23 12:00:00,1776
2023-06-23 13:00:00,1870
2023-06-23 14:00:00,1966
2023-06-23 15:00:00,2069
2023-06-23 16:00:00,2099
2023-06-23 17:00:00,2155
2023-06-23 18:00:00,2268
2023-06-23 19:00:00,2314
2023-06-23 20:00:00,2299
2023-06-23 21:00:00,2300
2023-06-23 22:00:00,2306
2023-06-23 23:00:00,2276
2023-06-24 00:00:00,2232
2023-06-24 01:00:00,2218
2023-06-24 02:00:00,2168
2023-06-24 03:00:00,2043
2023-06-24 04:00:00,1895
2023-06-24 05:00:00,1760
2023-06-24 06:00:00,1668
2023-06-24 07:00:00,1609
2023-06-24 08:00:00,1576
2023-06-24 09:00:00,1572
2023-06-24 10:00:00,1596
2023-06-24 11:00:00,1629
2023-06-24 12:00:00,1714
2023-06-24 13:00:00,1874
2023-06-24 14:00:00,2011
2023-06-24 15:00:00,2112
2023-06-24 16:00:00,2162
2023-06-24 17:00:00,2218
2023-06-24 18:00:00,2290
2023-06-24 19:00:00,2398
2023-06-24 20:00:00,2480
2023-06-24 21:00:00,2534
2023-06-24 22:00:00,2651
2023-06-24 23:00:00,2671
2023-06-25 00:00:00,2582
2023-06-25 01:00:00,2508
2023-06-25 02:00:00,2423
2023-06-25 03:00:00,2254
2023-06-25 04:00:00,2060
2023-06-25 05:00:00,1888
2023-06-25 06:00:00,1769
2023-06-25 07:00:00,1682
2023-06-25 08:00:00,1624
2023-06-25 09:00:00,1594
2023-06-25 10:00:00,1576
2023-06-25 11:00:00,1603
2023-06-25 12:00:00,1717
2023-06-25 13:00:00,1866
2023-06-25 14:00:00,2054
2023-06-25 15:00:00,2254
2023-06-25 16:00:00,2418
2023-06-25 17:00:00,2512
2023-06-25 18:00:00,2605
2023-06-25 19:00:00,2716
2023-06-25 20:00:00,2851
2023-06-25 21:00:00,2863
2023-06-25 22:00:00,2847
2023-06-25 23:00:00,2805
2023-06-26 00:00:00,2789
2023-06-26 01:00:00,2672
2023-06-26 02:00:00,2549
2023-06-26 03:00:00,2344
2023-06-26 04:00:00,2115
2023-06-26 05:00:00,1931
2023-06-26 06:00:00,1814
2023-06-26 07:00:00,1740
2023-06-26 08:00:00,1711
2023-06-26 09:00:00,1724
2023-06-26 10:00:00,1803
2023-06-26 11:00:00,1934
2023-06-26 12:00:00,2089
2023-06-26 13:00:00,2252
2023-06-26 14:00:00,2374
2023-06-26 15:00:00,2466
2023-06-26 16:00:00,2636
2023-06-26 17:00:00,2853
2023-06-26 18:00:00,2961
2023-06-26 19:00:00,2999
2023-06-26 20:00:00,2963
2023-06-26 21:00:00,2962
2023-06-26 22:00:00,3027
2023-06-26 23:00:00,3003
2023-06-27 00:00:00,2959
2023-06-27 01:00:00,2824
2023-06-27 02:00:00,2687
2023-06-27 03:00:00,2418
2023-06-27 04:00:00,2169
2023-06-27 05:00:00,1969
2023-06-27 06:00:00,1829
2023-06-27 07:00:00,1734
2023-06-27 08:00:00,1684
2023-06-27 09:00:00,1685
2023-06-27 10:00:00,1747
2023-06-27 11:00:00,1849
2023-06-27 12:00:00,1978
2023-06-27 13:00:00,2056
2023-06-27 14:00:00,2123
2023-06-27 15:00:00,2184
2023-06-27 16:00:00,2272
2023-06-27 17:00:00,2402
2023-06-27 18:00:00,2564
2023-06-27 19:00:00,2737
2023-06-27 20:00:00,2854
2023-06-27 21:00:00,2884
2023-06-27 22:00:00,2874
2023-06-27 23:00:00,2739
2023-06-28 00:00:00,2563
2023-06-28 01:00:00,2441
2023-06-28 02:00:00,2314
2023-06-28 03:00:00,2130
2023-06-28 04:00:00,1943
2023-06-28 05:00:00,1794
2023-06-28 06:00:00,1702
2023-06-28 07:00:00,1642
2023-06-28 08:00:00,1610
2023-06-28 09:00:00,1611
2023-06-28 10:00:00,1675
2023-06-28 11:00:00,1795
2023-06-28 12:00:00,1911
2023-06-28 13:00:00,2014
2023-06-28 14:00:00,2125
2023-06-28 15:00:00,2220
2023-06-28 16:00:00,2294
2023-06-28 17:00:00,2415
2023-06-28 18:00:00,2554
2023-06-28 19:00:00,2629
2023-06-28 20:00:00,2647
2023-06-28 21:00:00,2742
2023-06-28 22:00:00,2739
2023-06-28 23:00:00,2734
2023-06-29 00:00:00,2677
2023-06-29 01:00:00,2561
2023-06-29 02:00:00,2449
2023-06-29 03:00:00,2232
2023-06-29 04:00:00,2010
2023-06-29 05:00:00,1827
2023-06-29 06:00:00,1709
2023-06-29 07:00:00,1630
2023-06-29 08:00:00,1589
2023-06-29 09:00:00,1590
2023-06-29 10:00:00,1648
2023-06-29 11:00:00,1749
2023-06-29 12:00:00,1860
2023-06-29 13:00:00,1949
2023-06-29 14:00:00,2037
2023-06-29 15:00:00,2134
2023-06-29 16:00:00,2238
2023-06-29 17:00:00,2360
2023-06-29 18:00:00,2492
2023-06-29 19:00:00,2595
2023-06-29 20:00:00,2705
2023-06-29 21:00:00,2795
2023-06-29 22:00:00,2851
2023-06-29 23:00:00,2848
2023-06-30 00:00:00,2744
2023-06-30 01:00:00,2620
2023-06-30 02:00:00,2490
2023-06-30 03:00:00,2283
2023-06-30 04:00:00,2055
2023-06-30 05:00:00,1870
2023-06-30 06:00:00,1752
2023-06-30 07:00:00,1665
2023-06-30 08:00:00,1622
2023-06-30 09:00:00,1622
2023-06-30 10:00:00,1675
2023-06-30 11:00:00,1772
2023-06-30 12:00:00,1904
2023-06-30 13:00:00,2037
2023-06-30 14:00:00,2149
2023-06-30 15:00:00,2252
2023-06-30 16:00:00,2408
2023-06-30 17:00:00,2592
2023-06-30 18:00:00,2681
2023-06-30 19:00:00,2786
2023-06-30 20:00:00,2841
2023-06-30 21:00:00,2887
2023-06-30 22:00:00,2950
2023-06-30 23:00:00,2855
2023-07-01 00:00:00,2663
2023-07-01 01:00:00,2557
2023-07-01 02:00:00,2468
2023-07-01 03:00:00,2302
2023-07-01 04:00:00,2100
2023-07-01 05:00:00,1926
2023-07-01 06:00:00,1801
2023-07-01 07:00:00,1721
2023-07-01 08:00:00,1667
2023-07-01 09:00:00,1651
2023-07-01 10:00:00,1657
2023-07-01 11:00:00,1688
2023-07-01 12:00:00,1798
2023-07-01 13:00:00,1961
2023-07-01 14:00:00,2099
2023-07-01 15:00:00,2243
2023-07-01 16:00:00,2255
2023-07-01 17:00:00,2314
2023-07-01 18:00:00,2396
2023-07-01 19:00:00,2516
2023-07-01 20:00:00,2645
2023-07-01 21:00:00,2759
2023-07-01 22:00:00,2790
2023-07-01 23:00:00,2782
